"daily_time_spent_on_site","age","area_income","daily_internet_usage","ad_topic_line","city","male","country","timestamp","clicked_on_ad"
57.99,50,62470,124.6,Innovative homogeneous alliance,New Angelview,0,Costa Rica,2016-02-12 08:46:15,1
66.8,29,59680,248.5,Diverse leadingedge website,Lake Brandonview,0,Hungary,2016-07-11 13:23:37,1
49.13,32,41100,120.5,Optimized intermediate help-desk,Morganport,0,Fiji,2016-01-29 00:45:19,1
45.11,58,39800,195.7,Sharable reciprocal project,Browntown,0,Netherlands,2016-01-05 16:26:44,1
54.35,42,76980,164,Proactive interactive service-desk,Lake Hailey,0,Sweden,2016-06-20 08:22:09,0
61.82,59,57880,151.9,Open-architected needs-based customer loyalty,Olsonside,1,Barbados,2016-02-06 17:48:28,1
77.75,31,59050,240.6,Multi-lateral motivating circuit,Coxhaven,1,Paraguay,2016-06-22 17:19:09,0
70.61,28,72150,190.1,Assimilated encompassing portal,Meaganfort,0,Italy,2016-04-16 05:24:33,0
82.72,31,65700,179.8,Cross-group global orchestration,North Monicaville,0,Belarus,2016-01-17 05:07:11,0
76.87,36,72950,212.6,Down-sized bandwidth-monitored core,Mullenside,0,South Georgia and the South Sandwich Islands,2016-07-08 22:30:10,0
65.07,34,73940,227.5,Monitored explicit hierarchy,Princebury,1,Anguilla,2016-03-11 00:05:48,0
56.93,37,57890,111.8,Reactive demand-driven strategy,Bradleyside,0,Sierra Leone,2016-06-10 00:35:15,1
48.86,35,62460,128.4,Universal empowering adapter,Elizabethbury,1,Saint Martin,2016-01-04 00:44:57,1
36.56,29,42840,195.9,Team-oriented bi-directional secured line,West Ryan,0,Uganda,2016-01-01 15:14:24,1
85.73,32,43780,147.8,Stand-alone radical throughput,New Tammy,1,Saudi Arabia,2016-07-10 17:24:51,1
75.81,40,71160,229.2,Inverse zero-defect capability,Sanchezland,0,Greenland,2016-03-27 19:50:11,0
72.94,31,74160,190.8,Multi-tiered real-time implementation,Rogerland,0,Venezuela,2016-04-29 13:38:19,0
53.63,54,50330,126.3,Front-line zero-defect array,Vanessaview,1,Liberia,2016-01-08 18:13:43,1
52.35,25,33290,147.6,Mandatory 4thgeneration structure,Jessicashire,1,Mali,2016-06-05 07:54:30,1
52.84,51,38640,121.6,Synergistic asynchronous superstructure,Melissachester,1,Bosnia and Herzegovina,2016-06-29 10:50:45,1
51.58,33,49820,115.9,Vision-oriented system-worthy forecast,Johnsontown,0,Brunei Darussalam,2016-04-24 13:46:10,1
42.32,29,63890,187.1,Digitized radical architecture,New Joshuaport,1,South Georgia and the South Sandwich Islands,2016-02-14 04:14:13,1
55.04,42,43880,107,Quality-focused optimizing parallelism,Hernandezside,1,Czech Republic,2016-06-15 05:43:02,1
68.58,41,14000,171.5,Exclusive discrete firmware,New Williamville,1,El Salvador,2016-07-06 12:04:29,1
85.54,27,48760,175.4,Right-sized solution-oriented benchmark,Gilbertville,1,Tokelau,2016-03-31 13:54:51,0
71.14,30,69760,224.8,Assimilated stable encryption,Newmanberg,0,France,2016-06-21 00:52:47,0
64.38,19,52530,180.5,Configurable dynamic secured line,West Alice,1,Gabon,2016-05-27 05:23:26,0
88.85,40,58360,214,Cloned optimal leverage,Cannonbury,0,Bulgaria,2016-01-17 18:45:55,0
66.79,60,60580,198.3,Decentralized client-driven data-warehouse,Shelbyport,1,Burkina Faso,2016-04-07 20:34:42,1
32.6,45,48210,185.5,Multi-tiered interactive neural-net,New Henry,0,Mayotte,2016-05-02 18:37:01,1
43.88,54,31520,166.8,Enhanced methodical database,Dustinmouth,1,Somalia,2016-06-04 17:24:07,1
56.46,26,66190,151.6,Ameliorated leadingedge help-desk,South Lisa,0,Albania,2016-04-07 18:52:57,1
72.18,30,69440,225,De-engineered attitude-oriented projection,Lisamouth,0,Bolivia,2016-06-10 22:21:10,0
52.67,44,14780,191.3,Persevering 5thgeneration knowledge user,New Hollyberg,0,Jersey,2016-05-19 06:37:38,1
80.55,35,68020,219.9,Extended grid-enabled hierarchy,Port Brittanyville,0,British Virgin Islands,2016-03-28 23:01:24,0
67.85,41,78520,202.7,Reactive tangible contingency,East Ronald,1,Saint Helena,2016-01-21 22:51:34,1
75.55,36,32000,123.7,Decentralized attitude-oriented interface,South Davidmouth,1,Bosnia and Herzegovina,2016-03-12 06:05:12,1
80.46,29,56910,230.8,Mandatory coherent groupware,Carterton,0,India,2016-06-04 09:13:29,0
82.69,29,61160,167.4,Fully-configurable eco-centric frame,Rachelhaven,1,Georgia,2016-05-24 10:16:38,0
35.21,39,52340,154,Advanced disintermediate data-warehouse,New Timothy,1,United States Minor Outlying Islands,2016-03-25 06:36:53,1
36.37,40,47340,144.5,Quality-focused zero-defect data-warehouse,North Jessicaville,1,Kiribati,2016-04-22 00:28:18,1
74.07,22,50950,165.4,Cross-group non-volatile secured line,Joneston,1,Ghana,2016-03-22 04:13:35,0
59.96,33,77140,197.7,Expanded modular application,Staceyfort,0,Samoa,2016-01-14 08:27:04,1
85.62,29,57030,195.7,Triple-buffered systematic info-mediaries,South Dianeshire,0,Iran,2016-04-14 21:37:49,0
40.88,33,48550,136.2,Networked non-volatile synergy,West Shannon,1,Costa Rica,2016-05-31 17:50:15,1
36.98,31,39550,167.9,Fully-configurable clear-thinking throughput,Micheletown,1,Northern Mariana Islands,2016-03-17 06:25:47,1
35.49,47,36880,170,Front-line actuating functionalities,North Brittanyburgh,0,Liechtenstein,2016-04-13 07:07:36,1
56.56,26,68780,204.5,Compatible composite project,Port Jasmine,1,Grenada,2016-02-03 22:11:13,0
36.62,32,51120,162.4,Customer-focused solution-oriented software,New Sabrina,1,Poland,2016-02-02 19:59:17,1
49.35,49,44300,119.9,Inverse stable synergy,Lake Charlottestad,0,Kenya,2016-04-07 20:38:02,1
75.64,29,69720,204.8,Pre-emptive well-modulated moderator,West Rhondamouth,1,Iran,2016-03-15 19:35:19,0
79.22,27,63430,198.8,Intuitive modular system engine,North Debra,1,Belgium,2016-03-11 12:39:19,0
77.05,34,65760,236.1,Centralized value-added hierarchy,Villanuevastad,0,Namibia,2016-05-17 18:06:46,0
66.83,46,77870,196.2,Assimilated hybrid initiative,North Jeremyport,1,Cyprus,2016-02-28 23:10:32,0
76.2,24,47260,228.8,Optimized coherent Internet solution,Lake Susan,1,Japan,2016-03-02 06:35:08,0
56.64,29,55980,123.2,Versatile 6thgeneration parallelism,Lake John,1,Zimbabwe,2016-02-27 08:52:50,1
53.33,34,44280,111.6,Configurable impactful productivity,Courtneyfort,1,Andorra,2016-03-14 04:34:35,1
50.63,50,25770,142.2,Operative full-range forecast,Tammymouth,0,Luxembourg,2016-03-10 15:07:44,1
41.84,49,37610,139.3,Operative secondary functionalities,Lake Vanessa,0,Cyprus,2016-05-01 08:27:12,1
53.92,41,25740,125.5,Business-focused transitional solution,Lake Amanda,1,Turkey,2016-06-12 11:17:25,1
83.89,28,60190,180.9,Ameliorated intermediate Graphical User Interface,Mariemouth,1,Hong Kong,2016-05-28 12:20:15,0
55.32,43,67680,127.7,Managed 24hour analyzer,Port Douglasborough,0,Netherlands,2016-03-18 09:08:39,1
53.22,44,44310,108.8,Horizontal client-server database,Port Aprilville,0,United States Virgin Islands,2016-05-26 06:03:57,1
43.16,35,25370,156.1,Implemented didactic support,Williamsport,1,Marshall Islands,2016-07-06 03:40:17,1
67.51,43,23940,127.2,Digitized homogeneous core,Lake Faith,0,Western Sahara,2016-04-29 14:10:00,1
43.16,29,50670,143,Robust holistic application,Wendyville,1,Saint Vincent and the Grenadines,2016-03-05 20:53:19,1
79.89,30,50360,241.4,Synergized uniform hierarchy,Angelhaven,1,United States of America,2016-05-30 08:35:54,0
84.25,32,63940,170.9,Pre-emptive client-driven secured line,New Sean,1,Angola,2016-04-10 06:32:11,0
74.18,28,69870,203.9,Front-line even-keeled website,Lake Lisa,0,Cayman Islands,2016-01-20 02:31:36,0
85.78,34,50040,232.8,Persistent fault-tolerant service-desk,Valerieland,0,Swaziland,2016-07-20 21:53:42,0
80.96,39,67870,225,Integrated leadingedge frame,New Travis,1,Wallis and Futuna,2016-01-17 04:12:30,0
36.91,48,54650,159.7,Ameliorated coherent open architecture,North Samantha,0,Zimbabwe,2016-02-24 07:13:00,1
54.47,23,46780,141.5,Vision-oriented bifurcated contingency,Holderville,0,Chad,2016-03-26 19:37:46,1
81.98,34,67430,212.9,Up-sized maximized model,Patrickmouth,0,Saint Martin,2016-06-04 09:25:27,0
79.6,39,73390,194.2,Organized global flexibility,Lake Deannaborough,0,Rwanda,2016-04-22 07:48:33,0
57.51,38,47680,105.7,Re-engineered zero-defect open architecture,Jeffreymouth,0,Moldova,2016-03-31 08:53:43,1
82.3,31,56740,232.2,Balanced executive definition,Davieshaven,0,Gabon,2016-04-16 08:36:08,0
73.21,30,51010,252.6,Networked logistical info-mediaries,Lake Jessicaville,1,Denmark,2016-05-12 20:57:10,1
79.09,32,69480,209.7,Optimized multimedia website,Hernandezchester,1,Svalbard & Jan Mayen Islands,2016-05-07 21:32:51,0
68.47,28,67030,226.6,Focused coherent success,North Kennethside,0,Poland,2016-06-25 00:33:23,0
83.69,36,68720,192.6,Robust context-sensitive neural-net,Shelbyport,0,Fiji,2016-03-23 05:27:35,0
83.48,31,59340,222.7,Intuitive zero administration adapter,Williamport,1,Philippines,2016-03-04 13:47:47,0
43.49,45,47970,124.7,Synchronized full-range portal,Smithside,0,Vietnam,2016-06-14 12:08:10,1
66.69,35,48760,108.3,Integrated encompassing support,Vanessastad,0,Jersey,2016-05-11 19:13:42,1
48.46,49,61230,132.4,Devolved human-resource circuit,Lisamouth,1,Indonesia,2016-01-21 23:33:22,1
42.51,30,54760,144.8,Grass-roots transitional flexibility,Lake Rhondaburgh,1,Palestinian Territory,2016-01-15 19:45:33,1
42.83,34,54320,132.4,Vision-oriented methodical support,Cunninghamhaven,1,Latvia,2016-04-23 09:42:08,1
41.46,42,52180,129,Integrated impactful groupware,Robertstown,1,Malta,2016-05-23 08:06:24,1
45.99,33,51160,124.6,Face-to-face methodical intranet,South Mark,1,Afghanistan,2016-02-27 15:04:52,1
68.72,27,66860,226,Fundamental tangible moratorium,New Taylorburgh,0,Austria,2016-02-23 17:37:46,0
63.11,34,63110,254.9,Balanced mobile Local Area Network,Port Karenfurt,1,Micronesia,2016-03-17 22:59:46,0
49.21,46,49210,115.6,Realigned 24/7 core,Carterland,0,Mexico,2016-02-28 03:34:35,1
55.77,49,55940,117.3,Fully-configurable high-level groupware,East Shawn,1,Chile,2016-03-15 14:33:12,1
44.13,40,33600,128.5,Ameliorated discrete extranet,West Derekmouth,1,Cuba,2016-03-03 20:20:32,1
57.82,46,48870,107.6,Centralized asynchronous portal,Brandiland,1,Belarus,2016-04-06 14:16:52,1
72.46,40,56680,113.5,Enhanced tertiary utilization,Cervantesshire,0,Malawi,2016-05-01 09:23:25,1
61.88,45,38260,108.2,Balanced disintermediate conglomeration,North Debrashire,0,Afghanistan,2016-05-30 08:02:27,1
78.24,23,54110,199.3,Sharable value-added solution,Deannaville,0,Luxembourg,2016-04-04 11:39:51,0
74.61,38,71060,231.3,Networked impactful framework,East Christopher,1,South Africa,2016-04-06 23:10:40,0
89.18,37,46400,224,Public-key impactful neural-net,Rickymouth,1,Nepal,2016-04-26 21:45:50,0
44.16,42,61690,133.4,Innovative interactive portal,Port Dennis,1,Spain,2016-05-25 00:34:59,1
55.74,37,26130,124.3,Networked asymmetric infrastructure,Lake Michelle,1,Hong Kong,2016-02-11 16:45:41,1
88.82,36,58640,169.1,Assimilated discrete strategy,East Johnport,0,Slovakia (Slovak Republic),2016-01-30 00:05:37,0
70.39,32,47360,261.5,Phased 5thgeneration open system,Sabrinaview,1,Cayman Islands,2016-07-12 10:56:21,0
59.05,52,50090,118.5,Upgradable logistical flexibility,Kristinfurt,1,Uganda,2016-04-23 03:46:34,1
78.58,33,51770,250.1,Centralized user-facing service-desk,Chapmanland,1,Vanuatu,2016-04-16 10:36:49,0
35.11,35,47640,158,Extended analyzing emulation,North Jonathan,1,Anguilla,2016-03-11 13:07:30,1
60.39,45,38990,108.3,Front-line methodical utilization,Port Christina,1,Switzerland,2016-03-02 15:39:02,1
81.56,26,51360,213.7,Open-source scalable protocol,Juanport,1,Zimbabwe,2016-07-13 21:31:14,0
75.03,34,35760,255.6,Networked local secured line,East Mike,0,Uruguay,2016-05-29 18:12:00,1
50.87,24,62940,190.4,Programmable empowering orchestration,North Angelatown,0,Liberia,2016-05-10 17:13:47,1
82.8,30,58780,223.2,Enhanced systemic benchmark,West Steven,1,Egypt,2016-05-07 08:39:47,0
78.51,25,59110,205.7,Focused web-enabled Graphical User Interface,Riggsstad,1,Greece,2016-01-17 13:27:13,0
37.65,51,50460,161.3,Automated stable help-desk,Davidview,1,Bahrain,2016-03-09 06:22:03,1
83.17,43,54250,244.4,Managed national hardware,Port Kevinborough,1,Sri Lanka,2016-04-05 18:02:49,0
91.37,45,51920,182.7,Re-engineered composite moratorium,Lawsonshire,1,Kazakhstan,2016-04-01 07:37:18,1
68.25,29,70320,220.1,Phased fault-tolerant definition,Wagnerchester,0,Greenland,2016-02-15 16:18:49,0
81.32,25,52420,165.7,Pre-emptive next generation Internet solution,Daisymouth,0,Moldova,2016-03-08 05:12:57,0
76.64,39,66220,241.5,Reverse-engineered web-enabled support,North Daniel,1,Poland,2016-02-09 23:38:30,0
74.06,50,60940,246.3,Horizontal intermediate monitoring,Port Jacquelinestad,1,Anguilla,2016-06-17 09:38:22,0
39.53,33,40240,142.2,Intuitive transitional artificial intelligence,New Teresa,1,Central African Republic,2016-06-01 12:27:17,1
86.58,32,60150,195.9,Business-focused asynchronous budgetary management,Henryfort,1,Mexico,2016-02-26 23:44:44,0
90.75,40,45950,216.5,Decentralized methodical capability,Lake Joseph,0,Togo,2016-03-11 09:58:32,0
67.71,25,63430,225.8,Synergized intangible open system,Daviesborough,1,Armenia,2016-04-28 02:55:10,0
82.41,36,65880,222.1,Stand-alone logistical service-desk,North Brandon,0,Nicaragua,2016-04-12 04:22:42,0
45.82,27,64410,171.2,Expanded full-range synergy,Adamside,1,Eritrea,2016-02-10 20:43:38,1
76.79,27,55680,235.9,Open-architected intangible strategy,Wademouth,0,Canada,2016-05-01 23:21:53,0
70.05,33,75560,203.4,Diverse directional hardware,North Raymond,0,Croatia,2016-03-24 17:48:31,0
72.19,32,61070,250.3,Balanced discrete approach,Randolphport,1,Switzerland,2016-04-22 19:45:19,0
77.35,34,72330,167.3,Total bi-directional success,East Troyhaven,0,Yemen,2016-03-09 12:10:08,0
40.34,29,32550,173.8,Object-based motivating instruction set,Clarkborough,0,Tokelau,2016-03-30 05:29:38,1
67.39,44,51260,107.2,Realigned intermediate application,Josephberg,0,Armenia,2016-01-24 13:41:38,1
68.68,34,77220,187,Sharable encompassing database,Lake Jenniferton,1,Equatorial Guinea,2016-07-15 09:42:19,0
81.75,43,52520,249.4,Progressive 24/7 definition,Lake Jose,0,Barbados,2016-06-07 05:41:16,0
66.03,22,59420,217.4,Pre-emptive next generation strategy,Ashleymouth,0,American Samoa,2016-05-31 23:32:00,0
47.74,33,22460,154.9,Open-source 5thgeneration leverage,Henryland,1,Saint Lucia,2016-05-14 14:49:05,1
79.18,31,58440,237,Open-source holistic productivity,Lake Danielle,0,Algeria,2016-01-10 20:18:21,0
86.81,29,50820,199.6,Multi-channeled scalable moratorium,Joshuaburgh,1,Turkmenistan,2016-02-21 16:57:59,0
41.53,42,67580,158.8,Optional tangible productivity,South Jeanneport,0,Mayotte,2016-05-23 00:32:54,1
70.92,39,66520,249.8,Up-sized intangible circuit,New Nathan,1,South Africa,2016-07-21 20:30:06,0
46.84,45,34900,123.2,Virtual homogeneous budgetary management,Jonesshire,0,Macao,2016-05-15 18:44:50,1
44.4,53,43070,140.9,Phased zero-defect portal,Mariahview,1,France,2016-06-30 00:43:40,1
52.17,44,57590,115.4,Optional modular throughput,New Julianberg,1,Equatorial Guinea,2016-02-24 06:17:18,1
81.45,31,66030,205.8,Triple-buffered human-resource complexity,Randyshire,1,Mali,2016-05-30 21:22:22,0
54.08,36,53010,111,Innovative cohesive pricing structure,Philipberg,1,Mayotte,2016-06-02 04:14:37,1
76.65,31,61120,238.4,Function-based executive moderator,West Dennis,0,Pakistan,2016-04-18 07:00:38,0
54.39,20,52560,171.9,Digitized content-based circuit,Richardshire,1,Guadeloupe,2016-02-29 18:06:21,1
37.74,40,65770,190.9,Balanced uniform algorithm,Lake James,0,Denmark,2016-05-27 12:45:37,1
69.86,25,50510,241.4,Triple-buffered foreground encryption,Austinborough,0,New Zealand,2016-01-12 21:17:15,0
85.37,36,66260,194.6,Front-line system-worthy flexibility,Alexandrafort,1,Netherlands Antilles,2016-01-27 17:08:19,0
80.99,26,35520,207.5,Centralized clear-thinking Graphic Interface,Melissastad,1,Belarus,2016-06-10 03:56:41,0
78.84,32,62430,235.3,Optimized 5thgeneration moratorium,Gonzalezburgh,1,Taiwan,2016-04-09 09:26:39,0
77.36,41,49600,115.8,Fully-configurable asynchronous firmware,Port Jennifer,0,El Salvador,2016-02-26 06:00:16,1
55.46,37,42080,108.1,Exclusive systematic algorithm,Chrismouth,0,Taiwan,2016-02-21 23:07:11,1
35.66,45,46200,151.7,Exclusive cohesive intranet,Port Beth,0,Peru,2016-04-29 14:08:26,1
50.78,51,49960,122,Vision-oriented asynchronous Internet solution,West David,0,Liberia,2016-02-11 17:02:07,1
40.47,38,24080,203.9,Sharable 5thgeneration access,Fraziershire,0,Burundi,2016-07-22 07:44:43,1
45.62,43,53650,121.3,Monitored homogeneous artificial intelligence,Robertfurt,0,Macao,2016-06-26 02:34:15,1
84.76,30,61040,178.7,Monitored 24/7 moratorium,South Pamela,0,Venezuela,2016-05-14 23:08:14,0
80.64,26,46970,221.6,Vision-oriented real-time framework,North Laurenview,0,Luxembourg,2016-05-24 10:04:39,0
75.94,27,53040,237,Future-proofed stable function,Campbellstad,1,Italy,2016-02-16 12:05:45,0
37.01,50,48830,216,Secured encompassing Graphical User Interface,Port Derekberg,0,San Marino,2016-03-20 02:44:13,1
87.18,31,58290,193.6,Right-sized logistical middleware,West Andrew,0,Madagascar,2016-01-31 05:12:44,0
56.91,50,21770,146.4,Team-oriented executive core,West Randy,0,Norfolk Island,2016-04-01 05:17:28,1
75.24,24,52250,226.5,Vision-oriented next generation solution,South Christopher,0,Vanuatu,2016-02-25 16:33:24,0
42.84,52,27070,182.2,Enhanced optimizing website,Lake Michellebury,1,Tunisia,2016-03-21 11:02:49,1
67.56,47,50630,110,Reduced background data-warehouse,Zacharyton,0,Paraguay,2016-02-12 05:20:19,1
34.96,42,36910,160.5,Right-sized mobile initiative,West James,1,Macedonia,2016-06-01 16:10:30,1
87.46,37,61010,211.6,Synergized grid-enabled framework,Millerview,1,Heard Island and McDonald Islands,2016-06-16 03:17:45,0
41.86,39,53040,128.6,Open-source stable paradigm,Hawkinsbury,1,Ethiopia,2016-03-26 15:28:07,1
34.04,34,40180,174.9,Reverse-engineered context-sensitive emulation,Elizabethport,1,El Salvador,2016-02-16 07:37:28,1
54.96,42,59420,113.8,Public-key disintermediate emulation,West Amanda,1,Niger,2016-02-28 09:31:31,1
87.14,31,58240,199.4,Up-sized bifurcated capability,Wadestad,1,Timor-Leste,2016-05-18 01:00:52,0
78.79,32,68320,215.3,Stand-alone background open system,Mauriceshire,1,Uruguay,2016-02-21 13:11:08,0
65.56,25,69650,181.3,Stand-alone explicit orchestration,West Arielstad,1,Somalia,2016-01-05 12:59:07,0
81.05,34,54050,245.5,Configurable asynchronous application,Adamsstad,0,Malaysia,2016-05-18 00:07:43,0
55.71,37,57810,112.5,Upgradable 4thgeneration portal,Lake James,1,Korea,2016-03-06 23:26:44,1
45.48,49,53340,129.2,Networked client-server solution,Blairborough,1,Lao People's Democratic Republic,2016-05-19 04:23:41,1
47,56,50490,149.5,Public-key bi-directional Graphical User Interface,New Marcusbury,0,Bahamas,2016-04-29 20:40:21,1
59.64,51,71460,153.1,Re-contextualized human-resource success,Evansville,1,Guyana,2016-05-03 01:09:01,1
35.98,45,43240,150.8,Front-line fresh-thinking installation,Huffmanchester,0,Ethiopia,2016-06-27 21:51:47,1
72.55,22,58950,202.3,Balanced empowering success,New Cynthia,0,Bosnia and Herzegovina,2016-02-08 07:33:22,0
91.15,38,36830,185,Robust uniform framework,Joshuamouth,0,Cyprus,2016-02-22 07:04:05,0
80.53,29,66350,187.6,Sharable upward-trending support,West Benjamin,0,Singapore,2016-03-21 08:13:24,0
82.49,45,38650,130.8,Assimilated multi-state paradigm,Williamsfort,0,Dominican Republic,2016-05-31 00:58:37,1
80.94,36,60800,239.9,Self-enabling local strategy,North Tiffany,0,Bermuda,2016-01-01 05:31:22,0
61.76,34,33550,114.7,Open-source local approach,Edwardsport,0,Jamaica,2016-05-27 08:53:51,1
63.3,38,63070,116.2,Polarized intangible encoding,Lake Evantown,0,Saint Barthelemy,2016-05-09 07:13:27,1
36.73,34,46740,149.8,Multi-lateral attitude-oriented adapter,South Henry,1,Albania,2016-06-27 01:56:36,1
78.41,33,55370,248.2,Multi-lateral 24/7 Internet solution,Harmonhaven,1,Mozambique,2016-06-03 04:51:46,0
83.98,36,68310,194.6,Profit-focused secondary portal,West Gregburgh,0,Zimbabwe,2016-02-24 00:44:44,0
63.18,45,39210,107.9,Reactive upward-trending migration,Hansenland,0,Georgia,2016-03-05 12:03:41,1
50.6,48,65960,135.7,Customer-focused fault-tolerant implementation,Port Michaelmouth,0,Brazil,2016-01-15 22:49:45,1
32.6,38,40160,190.1,Customizable homogeneous contingency,Tylerport,0,Syrian Arab Republic,2016-02-12 03:39:09,1
60.83,19,40480,185.5,Versatile next generation pricing structure,West Lacey,1,Palestinian Territory,2016-02-19 20:49:27,0
44.72,46,40470,123.9,Cross-group systemic customer loyalty,North Jenniferburgh,1,Grenada,2016-03-12 02:48:18,1
78.76,51,66980,162.1,Face-to-face modular budgetary management,South Davidhaven,0,Ghana,2016-07-23 04:04:42,1
79.51,39,34940,125.1,Proactive non-volatile encryption,North Charlesbury,1,Brunei Darussalam,2016-03-06 09:33:46,1
39.3,32,48340,145.7,Decentralized bottom-line help-desk,Jonathanland,0,Lithuania,2016-02-24 04:11:37,1
64.79,30,42250,116.1,Visionary mission-critical application,North Virginia,0,Maldives,2016-02-17 20:22:49,1
89.8,36,57330,198.2,User-centric attitude-oriented adapter,West Tanner,0,Lesotho,2016-02-02 04:57:50,0
72.82,34,75770,191.8,User-centric discrete success,Jonesmouth,1,Czech Republic,2016-01-27 16:06:05,0
38.65,31,51810,154.8,Total even-keeled architecture,Port Jason,1,Iceland,2016-05-24 09:50:41,1
59.01,30,75270,178.8,Focused multimedia implementation,West Annefort,1,Philippines,2016-02-08 22:45:26,1
78.96,50,69870,193.2,Stand-alone well-modulated product,East Jason,0,Cayman Islands,2016-02-12 01:55:38,1
63.99,43,72800,138.5,Ameliorated bandwidth-monitored contingency,North Cassie,0,Haiti,2016-01-11 08:18:12,1
41.35,27,39190,162.5,Streamlined homogeneous analyzer,Hintonport,1,Colombia,2016-03-03 03:51:27,1
62.79,36,18370,231.9,Total coherent archive,New James,1,Luxembourg,2016-05-30 20:08:51,1
45.53,29,56130,141.6,Front-line neutral alliance,North Destiny,0,United Arab Emirates,2016-04-22 22:01:21,1
51.65,31,59000,250,Virtual context-sensitive support,Mclaughlinbury,0,Ireland,2016-05-25 10:39:28,0
54.55,44,41550,109,Re-engineered optimal policy,West Gabriellamouth,0,Canada,2016-02-04 03:10:17,1
35.66,36,59240,172.6,Implemented uniform synergy,Alvarezland,0,Svalbard & Jan Mayen Islands,2016-02-21 20:09:12,1
69.95,28,56730,247,Horizontal even-keeled challenge,New Julie,0,Malta,2016-04-28 01:24:34,0
79.83,29,55760,234.2,Innovative regional groupware,North Frankstad,1,Sudan,2016-05-18 19:33:51,0
85.35,37,64240,161.4,Exclusive multi-state Internet solution,Claytonside,1,Ecuador,2016-02-17 11:15:31,0
56.78,28,39940,124.3,Mandatory empowering focus group,Melanieton,0,Senegal,2016-06-19 23:04:45,1
78.67,26,63320,195.6,Proactive 5thgeneration frame,Lake Michaelport,0,Cambodia,2016-02-20 09:54:06,0
70.09,21,54730,211.2,Automated full-range Internet solution,East Benjaminville,0,Belarus,2016-01-22 12:58:14,0
60.75,42,69780,247.1,Fully-configurable systemic productivity,Garrettborough,1,Guyana,2016-02-19 13:26:24,0
65.07,24,57550,233.8,Multi-lateral multi-state encryption,Port Raymondfort,0,Mali,2016-01-03 07:13:53,0
35.25,50,47050,194.4,Intuitive global website,Waltertown,0,Iran,2016-01-03 04:39:47,1
37.58,52,51600,176.7,Exclusive disintermediate Internet solution,Cameronberg,1,Bulgaria,2016-04-13 13:04:47,1
68.01,25,68360,188.3,Ameliorated actuating workforce,Kaylashire,1,Afghanistan,2016-01-01 03:35:35,0
45.08,38,35350,125.3,Synergized clear-thinking protocol,Fosterside,0,Liberia,2016-03-27 08:32:37,1
63.04,27,69780,159.1,Triple-buffered multi-state complexity,Davidstad,0,Netherlands Antilles,2016-07-10 16:25:56,1
40.18,29,50760,152,Enhanced intangible portal,Lake Tracy,0,Hong Kong,2016-06-25 04:21:33,1
45.17,48,34420,132.1,Down-sized background groupware,Taylormouth,1,Palau,2016-01-27 14:41:10,1
50.48,50,20590,162.4,Switchable real-time product,Dianaville,0,Malawi,2016-05-16 18:51:59,1
80.87,28,63530,203.3,Ameliorated local workforce,Collinsburgh,0,Uruguay,2016-02-27 20:20:25,0
41.88,40,44220,126.1,Streamlined exuding adapter,Port Rachel,1,Cyprus,2016-02-28 23:54:44,1
39.87,48,47930,139.3,Business-focused user-facing benchmark,South Rebecca,1,Mexico,2016-06-13 06:11:33,1
61.84,45,46020,105.6,Reactive bi-directional standardization,Port Joshuafort,1,Niger,2016-05-05 11:07:13,1
54.97,31,51900,116.4,Virtual bifurcated portal,Robinsontown,1,France,2016-07-07 12:17:33,1
71.4,30,72190,166.3,Integrated 3rdgeneration monitoring,Beckton,0,Japan,2016-05-24 17:07:08,0
70.29,31,56970,254.7,Balanced responsive open system,New Frankshire,1,Norfolk Island,2016-03-30 14:36:55,0
67.26,57,25680,168.4,Focused incremental Graphic Interface,North Derekville,1,Bulgaria,2016-05-27 05:54:03,1
76.58,46,41880,258.3,Secured 24hour policy,West Sydney,0,Uzbekistan,2016-01-03 16:30:51,0
54.37,38,72200,140.8,Up-sized asymmetric firmware,Lake Matthew,0,Mexico,2016-06-25 18:17:53,1
82.79,32,54430,234.8,Distributed fault-tolerant service-desk,Lake Zacharyfurt,1,Brunei Darussalam,2016-02-24 10:36:43,0
66.47,31,58040,256.4,Vision-oriented human-resource synergy,Lindsaymouth,1,France,2016-03-03 03:13:48,0
72.88,44,64010,125.1,Customer-focused explicit challenge,Sarahland,0,Yemen,2016-04-21 19:56:24,1
76.44,28,59970,232.7,Synchronized human-resource moderator,Port Julie,1,Northern Mariana Islands,2016-04-06 17:26:37,0
63.37,43,43160,105,Open-architected full-range projection,Michaelshire,1,Poland,2016-03-23 12:53:23,1
89.71,48,51500,204.4,Versatile local forecast,Sarafurt,1,Bahrain,2016-02-17 07:00:38,0
70.96,31,55190,256.4,Ameliorated user-facing help-desk,South Denise,0,Saint Pierre and Miquelon,2016-06-26 07:01:47,0
35.79,44,33810,165.6,Enterprise-wide tangible model,North Katie,1,Tonga,2016-04-20 13:36:42,1
38.96,38,36500,140.7,Versatile mission-critical application,Mauricefurt,1,Comoros,2016-07-21 16:02:40,1
69.17,40,66190,123.6,Extended leadingedge solution,New Patrick,0,Montenegro,2016-03-06 11:36:06,1
64.2,27,66200,227.6,Phased zero tolerance extranet,Edwardsmouth,1,Isle of Man,2016-02-11 23:45:01,0
